,Job Title,Location,Industry,Sector,salary_average,City,State,Lat,Lng
232,data scientist,"Redmond, WA",Consulting,Business Services,56500,Redmond,WA,47.6739881,-122.121512
233,data scientist,"Rancho Cucamonga, CA",Healthcare Services & Hospitals,Healthcare,56500,Rancho Cucamonga,CA,34.10639889999999,-117.5931084
234,data scientist,"Washington, DC",Insurance Operators,Insurance,56500,Washington,DC,38.9071923,-77.0368707
235,data scientist,"San Bruno, CA",IT Services,Information Technology,56500,San Bruno,CA,37.6304904,-122.4110835
236,data scientist,"San Bruno, CA",Utilities,"Oil, Gas, Energy & Utilities",56500,San Bruno,CA,37.6304904,-122.4110835
237,data scientist,"Irvine, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,56500,Irvine,CA,33.6845673,-117.8265049
238,data scientist,"Huntsville, AL",IT Services,Information Technology,56500,Huntsville,AL,34.7303688,-86.5861037
239,data scientist,"Dulles, VA",IT Services,Information Technology,56500,Dulles,VA,38.9624899,-77.4380485
240,data scientist,"San Francisco, CA",Staffing & Outsourcing,Business Services,56500,San Francisco,CA,37.7749295,-122.4194155
241,data scientist,"Bartlesville, OK",Energy,"Oil, Gas, Energy & Utilities",56500,Bartlesville,OK,36.7473114,-95.98081789999999
242,data scientist,Virginia,IT Services,Information Technology,56500,Virginia,,37.4315734,-78.6568942
243,data scientist,"Walnut Creek, CA",Financial Transaction Processing,Finance,56500,Walnut Creek,CA,37.9100783,-122.0651819
244,data scientist,"Fremont, CA",Computer Hardware & Software,Information Technology,56500,Fremont,CA,37.5485396,-121.988583
245,data scientist,"Glendale, CA",Primary & Secondary Education,Education,56500,Glendale,CA,34.1425078,-118.255075
246,data scientist,"Rockville, MD",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,56500,Rockville,MD,39.0839973,-77.1527578
247,data scientist,"Arlington, VA",IT Services,Information Technology,56500,Arlington,VA,38.8816208,-77.09098089999999
248,data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,56500,Cambridge,MA,42.3736158,-71.10973349999999
249,data scientist,"Norwood, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,69500,Norwood,MA,42.19439089999999,-71.19896949999999
250,data scientist,"North Chicago, IL",Staffing & Outsourcing,Business Services,69500,North Chicago,IL,42.325578,-87.8411818
251,data scientist,"Santa Clara, CA",Enterprise Software & Network Solutions,Information Technology,69500,Santa Clara,CA,37.3541079,-121.9552356
252,data scientist,"San Francisco, CA",Computer Hardware & Software,Information Technology,69500,San Francisco,CA,37.7749295,-122.4194155
253,data scientist,"Vancouver, WA",-1,-1,69500,Vancouver,WA,45.6257379,-122.6760886
254,data scientist,"Berkeley, CA",-1,-1,69500,Berkeley,CA,37.8715226,-122.273042
255,data scientist,"Westminster, CO",Consulting,Business Services,69500,Westminster,CO,39.8366528,-105.0372046
256,data scientist,"Irvine, CA",Investment Banking & Asset Management,Finance,69500,Irvine,CA,33.6845673,-117.8265049
257,data scientist,"San Antonio, TX",Staffing & Outsourcing,Business Services,69500,San Antonio,TX,29.4241219,-98.49362819999999
258,data scientist,"South San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,69500,South San Francisco,CA,37.654656,-122.4077498
259,data scientist,"San Francisco, CA",IT Services,Information Technology,69500,San Francisco,CA,37.7749295,-122.4194155
260,data scientist,"Collegeville, PA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,69500,Collegeville,PA,40.1856597,-75.451571
261,data scientist,"Cambridge, MA",Building & Construction,"Building, Repair & Maintenance",69500,Cambridge,MA,42.3736158,-71.10973349999999
262,data scientist,New Jersey,IT Services,Information Technology,69500,New Jersey,,40.0583238,-74.4056612
263,data scientist,"Chicago, IL",Banks & Building Societies,Finance,69500,Chicago,IL,41.8781136,-87.6297982
264,data scientist,"Arlington, VA",IT Services,Information Technology,69500,Arlington,VA,38.8816208,-77.09098089999999
265,data scientist,"Pittsburgh, PA",Mining,Mining & Metals,69500,Pittsburgh,PA,40.44062479999999,-79.9958864
266,data scientist,"New York, NY",Computer Hardware & Software,Information Technology,69500,New York,NY,40.7127753,-74.0059728
267,data scientist,"McLean, VA",Government Agencies,Government,69500,McLean,VA,38.9338676,-77.1772604
268,data scientist,"Columbia, MO",Lending,Finance,69500,Columbia,MO,38.9517053,-92.3340724
269,data scientist,"Austin, TX",Advertising & Marketing,Business Services,69500,Austin,TX,30.267153,-97.7430608
270,data scientist,"Thousand Oaks, CA",Staffing & Outsourcing,Business Services,69500,Thousand Oaks,CA,34.1705609,-118.8375937
271,data scientist,"Pomona, CA",Utilities,"Oil, Gas, Energy & Utilities",69500,Pomona,CA,34.055103,-117.7499909
272,data scientist,"San Francisco, CA",IT Services,Information Technology,69500,San Francisco,CA,37.7749295,-122.4194155
273,data scientist,"Concord, CA",Consulting,Business Services,69500,Concord,CA,37.9779776,-122.0310733
274,data scientist,"San Carlos, CA",-1,-1,127500,San Carlos,CA,37.5071591,-122.2605222
275,data scientist,"Edison, NJ",Healthcare Services & Hospitals,Healthcare,127500,Edison,NJ,40.5187154,-74.4120953
276,data scientist,"Monterey, CA",Healthcare Services & Hospitals,Healthcare,127500,Monterey,CA,36.6002378,-121.8946761
277,data scientist,"Norwood, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,127500,Norwood,MA,42.19439089999999,-71.19896949999999
278,data scientist,"San Francisco, CA",Internet,Information Technology,127500,San Francisco,CA,37.7749295,-122.4194155
279,data scientist,"New York, NY",-1,-1,127500,New York,NY,40.7127753,-74.0059728
280,data scientist,"San Francisco, CA",-1,-1,127500,San Francisco,CA,37.7749295,-122.4194155
281,data scientist,"Birmingham, AL",Aerospace & Defence,Aerospace & Defence,127500,Birmingham,AL,33.5185892,-86.8103567
282,data scientist,"Bayonne, NJ",Staffing & Outsourcing,Business Services,127500,Bayonne,NJ,40.6687141,-74.1143091
283,data scientist,"Brooklyn, NY",Staffing & Outsourcing,Business Services,127500,Brooklyn,NY,40.6781784,-73.9441579
284,data scientist,"San Francisco, CA",Security Services,Business Services,127500,San Francisco,CA,37.7749295,-122.4194155
285,data scientist,"San Francisco, CA",Venture Capital & Private Equity,Finance,127500,San Francisco,CA,37.7749295,-122.4194155
286,data scientist,"Folsom, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,127500,Folsom,CA,38.6779591,-121.1760583
287,data scientist,"Memphis, TN",Staffing & Outsourcing,Business Services,127500,Memphis,TN,35.1495343,-90.0489801
288,data scientist,"Oakland, CA",IT Services,Information Technology,127500,Oakland,CA,37.8043514,-122.2711639
289,data scientist,"Monterey, CA",Other Retail Shops,Retail,127500,Monterey,CA,36.6002378,-121.8946761
290,data scientist,"Whittier, CA",Computer Hardware & Software,Information Technology,127500,Whittier,CA,33.9791793,-118.032844
291,data scientist,"New York, NY",Accounting,Accounting & Legal,127500,New York,NY,40.7127753,-74.0059728
292,data scientist,"McLean, VA",Aerospace & Defence,Aerospace & Defence,127500,McLean,VA,38.9338676,-77.1772604
293,data scientist,"Tysons, VA",Enterprise Software & Network Solutions,Information Technology,127500,Tysons,VA,38.9187222,-77.2310925
294,data scientist,"Dallas, TX",IT Services,Information Technology,127500,Dallas,TX,32.7766642,-96.79698789999999
295,data scientist,"Boston, MA",IT Services,Information Technology,127500,Boston,MA,42.3600825,-71.0588801
296,data scientist,"Beavercreek, OH",Government Agencies,Government,127500,Beavercreek,OH,39.7092262,-84.06326849999999
297,data scientist,"Somerville, MA",-1,-1,127500,Somerville,MA,42.3875968,-71.0994968
298,data scientist,"Richmond, VA",Chemical Manufacturing,Manufacturing,94500,Richmond,VA,37.5407246,-77.4360481
299,data scientist,"Providence, RI",Insurance Operators,Insurance,94500,Providence,RI,41.8239891,-71.4128343
300,data scientist,"Hartford, CT",IT Services,Information Technology,94500,Hartford,CT,41.7658043,-72.6733723
301,data scientist,"San Jose, CA",Computer Hardware & Software,Information Technology,94500,San Jose,CA,37.3382082,-121.8863286
302,data scientist,"Columbia, MD",Consulting,Business Services,94500,Columbia,MD,39.2037144,-76.86104619999999
303,data scientist,"South San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,94500,South San Francisco,CA,37.654656,-122.4077498
304,data scientist,"Raleigh, NC",Industrial Manufacturing,Manufacturing,94500,Raleigh,NC,35.7795897,-78.6381787
305,data scientist,"Boston, MA",Computer Hardware & Software,Information Technology,94500,Boston,MA,42.3600825,-71.0588801
306,data scientist,"San Francisco, CA",Healthcare Services & Hospitals,Healthcare,94500,San Francisco,CA,37.7749295,-122.4194155
307,data scientist,"New York, NY",Enterprise Software & Network Solutions,Information Technology,94500,New York,NY,40.7127753,-74.0059728
308,data scientist,"Arlington, VA",Consulting,Business Services,94500,Arlington,VA,38.8816208,-77.09098089999999
309,data scientist,"Denver, CO",Aerospace & Defence,Aerospace & Defence,94500,Denver,CO,39.7392358,-104.990251
310,data scientist,"Sunnyvale, CA",Healthcare Services & Hospitals,Healthcare,94500,Sunnyvale,CA,37.36883,-122.0363496
311,data scientist,"Memphis, TN",Healthcare Services & Hospitals,Healthcare,94500,Memphis,TN,35.1495343,-90.0489801
312,data scientist,"Dallas, TX",IT Services,Information Technology,94500,Dallas,TX,32.7766642,-96.79698789999999
313,data scientist,"Red Bank, NJ",Banks & Building Societies,Finance,94500,Red Bank,NJ,40.3470543,-74.0643065
314,data scientist,"Annapolis Junction, MD",Computer Hardware & Software,Information Technology,94500,Annapolis Junction,MD,39.1202934,-76.77693239999999
315,data scientist,"Menlo Park, CA",Consulting,Business Services,94500,Menlo Park,CA,37.4529598,-122.1817252
316,data scientist,"Norman, OK",IT Services,Information Technology,94500,Norman,OK,35.2225668,-97.4394777
317,data scientist,"San Francisco, CA",Advertising & Marketing,Business Services,94500,San Francisco,CA,37.7749295,-122.4194155
318,data scientist,"San Francisco, CA",Financial Analytics & Research,Finance,94500,San Francisco,CA,37.7749295,-122.4194155
319,data scientist,"Richardson Springs, CA",-1,-1,94500,Richardson Springs,CA,39.839699,-121.778061
320,data scientist,"Merrifield, VA",Banks & Building Societies,Finance,94500,Merrifield,VA,38.8742785,-77.2269262
321,data scientist,"Washington, DC",Insurance Operators,Insurance,94500,Washington,DC,38.9071923,-77.0368707
322,data scientist,"Allen, TX",Enterprise Software & Network Solutions,Information Technology,94500,Allen,TX,33.1031744,-96.67055030000002
323,data scientist,"Springfield, VA",IT Services,Information Technology,94500,Springfield,VA,38.7892801,-77.18720359999999
324,data scientist,"Chantilly, VA",IT Services,Information Technology,96500,Chantilly,VA,38.8942786,-77.43109919999999
325,data scientist,"Rockville, MD",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,96500,Rockville,MD,39.0839973,-77.1527578
326,data scientist,"Florence, KY",Electrical & Electronic Manufacturing,Manufacturing,96500,Florence,KY,38.9989499,-84.62661109999999
327,data scientist,"Broomfield, CO","Cable, Internet & Telephone Providers",Telecommunications,96500,Broomfield,CO,39.9205411,-105.0866504
328,data scientist,"Des Moines, IA",Banks & Building Societies,Finance,96500,Des Moines,IA,41.5868353,-93.6249593
329,data scientist,"Foster City, CA",Enterprise Software & Network Solutions,Information Technology,96500,Foster City,CA,37.5585465,-122.2710788
330,data scientist,"Santa Clara, CA",-1,-1,96500,Santa Clara,CA,37.3541079,-121.9552356
331,data scientist,"Salt Lake City, UT",Enterprise Software & Network Solutions,Information Technology,96500,Salt Lake City,UT,40.7607793,-111.8910474
332,data scientist,"San Francisco, CA",-1,-1,96500,San Francisco,CA,37.7749295,-122.4194155
333,data scientist,"Buckhead, GA",-1,-1,96500,Buckhead,GA,33.8372663,-84.406761
334,data scientist,"Bellevue, WA",Investment Banking & Asset Management,Finance,96500,Bellevue,WA,47.6101497,-122.2015159
335,data scientist,"Fort Lauderdale, FL",Enterprise Software & Network Solutions,Information Technology,96500,Fort Lauderdale,FL,26.1224386,-80.13731740000001
336,data scientist,"Rockville, MD",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,96500,Rockville,MD,39.0839973,-77.1527578
337,data scientist,"Lombard, IL",IT Services,Information Technology,96500,Lombard,IL,41.8800296,-88.00784349999999
338,data scientist,"Granite City, IL",Rail Freight,Transportation & Logistics,96500,Granite City,IL,38.7014389,-90.14871989999999
339,data scientist,"Brentwood, TN",Building & Construction,"Building, Repair & Maintenance",96500,Brentwood,TN,36.0331164,-86.78277720000001
340,data scientist,"Dallas, TX",Enterprise Software & Network Solutions,Information Technology,96500,Dallas,TX,32.7766642,-96.79698789999999
341,data scientist,"Palo Alto, CA",Enterprise Software & Network Solutions,Information Technology,96500,Palo Alto,CA,37.4418834,-122.1430195
342,data scientist,"San Francisco, CA",Real Estate,Real Estate,96500,San Francisco,CA,37.7749295,-122.4194155
343,data scientist,"Bristol, CT",-1,-1,96500,Bristol,CT,41.67176480000001,-72.9492703
344,data scientist,"San Jose, CA",-1,-1,96500,San Jose,CA,37.3382082,-121.8863286
345,data scientist,"San Francisco, CA",Enterprise Software & Network Solutions,Information Technology,96500,San Francisco,CA,37.7749295,-122.4194155
346,data scientist,"New York, NY",Computer Hardware & Software,Information Technology,96500,New York,NY,40.7127753,-74.0059728
347,data scientist,"Germantown, MD",IT Services,Information Technology,96500,Germantown,MD,39.1731621,-77.2716502
348,data scientist,"Fishers, IN",Financial Transaction Processing,Finance,96500,Fishers,IN,39.9567548,-86.01335
349,data scientist,"Saint Louis, MO",Building & Construction,"Building, Repair & Maintenance",96500,Saint Louis,MO,38.6270025,-90.19940419999999
350,data scientist,"Mountain View, CA",Healthcare Services & Hospitals,Healthcare,96500,Mountain View,CA,37.3860517,-122.0838511
351,data scientist,"Pittsburgh, PA",Colleges & Universities,Education,68500,Pittsburgh,PA,40.44062479999999,-79.9958864
352,data scientist,"New York, NY",-1,-1,68500,New York,NY,40.7127753,-74.0059728
353,data scientist,"Sunnyvale, CA",IT Services,Information Technology,68500,Sunnyvale,CA,37.36883,-122.0363496
354,data scientist,"Seattle, WA",Internet,Information Technology,68500,Seattle,WA,47.6062095,-122.3320708
355,data scientist,"Santa Barbara, CA",Computer Hardware & Software,Information Technology,68500,Santa Barbara,CA,34.4208305,-119.6981901
356,data scientist,"Dearborn, MI",Transportation Equipment Manufacturing,Manufacturing,68500,Dearborn,MI,42.3222599,-83.17631449999999
357,data scientist,"Wilmington, DE",Investment Banking & Asset Management,Finance,68500,Wilmington,DE,39.744655,-75.5483909
358,data scientist,"Miami, FL",-1,-1,68500,Miami,FL,25.7616798,-80.1917902
359,data scientist,"Ann Arbor, MI",Research & Development,Business Services,68500,Ann Arbor,MI,42.2808256,-83.7430378
360,data scientist,"Charlottesville, VA",Aerospace & Defence,Aerospace & Defence,68500,Charlottesville,VA,38.0293059,-78.47667810000002
361,data scientist,"Dearborn, MI",Film Production & Distribution,Media,68500,Dearborn,MI,42.3222599,-83.17631449999999
362,data scientist,"Mountain View, CA",Internet,Information Technology,68500,Mountain View,CA,37.3860517,-122.0838511
363,data scientist,"Oxnard, CA",Consulting,Business Services,68500,Oxnard,CA,34.1975048,-119.1770516
364,data scientist,"Indianapolis, IN",Consulting,Business Services,68500,Indianapolis,IN,39.768403,-86.158068
365,data scientist,"Salt Lake City, UT",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,68500,Salt Lake City,UT,40.7607793,-111.8910474
366,data scientist,"Lake Oswego, OR",Computer Hardware & Software,Information Technology,68500,Lake Oswego,OR,45.415734,-122.7163273
367,data scientist,"Charleston, SC",Computer Hardware & Software,Information Technology,68500,Charleston,SC,32.7764749,-79.93105120000001
368,data scientist,"Portland, OR",Internet,Information Technology,68500,Portland,OR,45.5051064,-122.6750261
369,data scientist,"San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,68500,San Francisco,CA,37.7749295,-122.4194155
370,data scientist,"Thousand Oaks, CA",-1,-1,68500,Thousand Oaks,CA,34.1705609,-118.8375937
371,data scientist,"Keene, NH",IT Services,Information Technology,68500,Keene,NH,42.933692,-72.2781409
372,data scientist,"New York, NY",Consumer Product Hire,Consumer Services,68500,New York,NY,40.7127753,-74.0059728
373,data scientist,"Rosemont, IL",Research & Development,Business Services,68500,Rosemont,IL,41.98675069999999,-87.8721602
374,data scientist,"Palo Alto, CA",Internet,Information Technology,68500,Palo Alto,CA,37.4418834,-122.1430195
375,data scientist,"Columbia, MD",IT Services,Information Technology,68500,Columbia,MD,39.2037144,-76.86104619999999
376,data scientist,"Napa, CA",Food & Beverage Shops,Retail,68500,Napa,CA,38.2975381,-122.286865
377,data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,68500,Cambridge,MA,42.3736158,-71.10973349999999
378,data scientist,"San Jose, CA",Computer Hardware & Software,Information Technology,68500,San Jose,CA,37.3382082,-121.8863286
379,data scientist,"Dayton, OH",Consulting,Business Services,68500,Dayton,OH,39.7589478,-84.1916069
380,data scientist,"Reston, VA",IT Services,Information Technology,145500,Reston,VA,38.9586307,-77.35700279999999
381,data scientist,"Livermore, CA",Government Agencies,Government,145500,Livermore,CA,37.6818688,-121.7684732
382,data scientist,"San Diego, CA",Enterprise Software & Network Solutions,Information Technology,145500,San Diego,CA,32.715738,-117.1610838
383,data scientist,"Andover, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,145500,Andover,MA,42.6583356,-71.1367953
384,data scientist,"Richmond, VA",IT Services,Information Technology,145500,Richmond,VA,37.5407246,-77.4360481
385,data scientist,"Menlo Park, CA",Architectural & Engineering Services,Business Services,145500,Menlo Park,CA,37.4529598,-122.1817252
386,data scientist,"Aliso Viejo, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,145500,Aliso Viejo,CA,33.5684605,-117.7262981
387,data scientist,"New Hyde Park, NY",Healthcare Services & Hospitals,Healthcare,145500,New Hyde Park,NY,40.7351018,-73.6879082
388,data scientist,"New York, NY",-1,-1,145500,New York,NY,40.7127753,-74.0059728
389,data scientist,"Chicago, IL",Staffing & Outsourcing,Business Services,145500,Chicago,IL,41.8781136,-87.6297982
390,data scientist,"Conshohocken, PA",Home Furniture and Houseware Shops,Retail,145500,Conshohocken,PA,40.0792766,-75.3015714
391,data scientist,"Richmond, VA",-1,-1,145500,Richmond,VA,37.5407246,-77.4360481
392,data scientist,"New York, NY",TV Broadcasting & Cable Networks,Media,145500,New York,NY,40.7127753,-74.0059728
393,data scientist,"Wichita, KS",Banks & Building Societies,Finance,145500,Wichita,KS,37.68717609999999,-97.33005299999999
394,data scientist,"Philadelphia, PA",IT Services,Information Technology,145500,Philadelphia,PA,39.9525839,-75.1652215
395,data scientist,"Elmhurst, IL",Staffing & Outsourcing,Business Services,145500,Elmhurst,IL,41.8994744,-87.9403418
396,data scientist,"Sandy, UT",Staffing & Outsourcing,Business Services,145500,Sandy,UT,40.5649781,-111.8389726
397,data scientist,"Cincinnati, OH",Chemical Manufacturing,Manufacturing,145500,Cincinnati,OH,39.1031182,-84.5120196
398,data scientist,"San Francisco, CA",Other Retail Shops,Retail,145500,San Francisco,CA,37.7749295,-122.4194155
399,data scientist,"South San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,145500,South San Francisco,CA,37.654656,-122.4077498
400,data scientist,"Overland Park, KS",Telecommunications Services,Telecommunications,145500,Overland Park,KS,38.9822282,-94.6707917
401,data scientist,"San Bruno, CA",-1,-1,145500,San Bruno,CA,37.6304904,-122.4110835
402,data scientist,"San Bruno, CA",IT Services,Information Technology,145500,San Bruno,CA,37.6304904,-122.4110835
403,data scientist,"Philadelphia, PA",Colleges & Universities,Education,145500,Philadelphia,PA,39.9525839,-75.1652215
404,data scientist,"College Park, MD",Colleges & Universities,Education,145500,College Park,MD,38.9896967,-76.93776
405,data scientist,"Winters, TX",Accounting,Accounting & Legal,0,Winters,TX,31.9565343,-99.96231300000001
406,data scientist,"Great Neck, NY",Computer Hardware & Software,Information Technology,0,Great Neck,NY,40.8006567,-73.7284647
407,data scientist,"New York, NY",IT Services,Information Technology,0,New York,NY,40.7127753,-74.0059728
408,data scientist,"Worcester, MA",Insurance Operators,Insurance,0,Worcester,MA,42.2625932,-71.8022934
409,data scientist,"Redmond, WA",-1,-1,0,Redmond,WA,47.6739881,-122.121512
410,data scientist,"Akron, OH",IT Services,Information Technology,0,Akron,OH,41.0814447,-81.51900529999999
411,data scientist,"Saint Louis, MO",Staffing & Outsourcing,Business Services,0,Saint Louis,MO,38.6270025,-90.19940419999999
412,data scientist,"Madison, WI",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,Madison,WI,43.0730517,-89.4012302
413,data scientist,"Costa Mesa, CA",Lending,Finance,0,Costa Mesa,CA,33.6638439,-117.9047429
414,data scientist,"New York, NY",-1,-1,0,New York,NY,40.7127753,-74.0059728
415,data scientist,"Kansas City, MO",Architectural & Engineering Services,Business Services,0,Kansas City,MO,39.0997265,-94.5785667
416,data scientist,"Fort Lee, NJ",Advertising & Marketing,Business Services,0,Fort Lee,NJ,40.8509333,-73.9701381
417,data scientist,"Houston, TX",-1,-1,0,Houston,TX,29.7604267,-95.3698028
418,data scientist,"Duluth, GA",Insurance Operators,Insurance,0,Duluth,GA,34.0028786,-84.1446376
419,data scientist,"West New York, NJ",IT Services,Information Technology,0,West New York,NJ,40.7878788,-74.0143064
420,data scientist,"Sterling, VA",IT Services,Information Technology,0,Sterling,VA,39.0066993,-77.4291298
421,data scientist,"Seattle, WA",-1,-1,0,Seattle,WA,47.6062095,-122.3320708
422,data scientist,"Mountain View, CA",Advertising & Marketing,Business Services,0,Mountain View,CA,37.3860517,-122.0838511
423,data scientist,"Morrisville, NC",Staffing & Outsourcing,Business Services,0,Morrisville,NC,35.823483,-78.8255621
424,data scientist,"Seattle, WA",-1,-1,0,Seattle,WA,47.6062095,-122.3320708
425,data scientist,"Morrisville, NC",-1,-1,0,Morrisville,NC,35.823483,-78.8255621
426,data scientist,"Irvine, CA",IT Services,Information Technology,0,Irvine,CA,33.6845673,-117.8265049
427,data scientist,"Kansas City, MO",Membership Organisations,Business Services,0,Kansas City,MO,39.0997265,-94.5785667
428,data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,Cambridge,MA,42.3736158,-71.10973349999999
429,data scientist,"New York, NY",Enterprise Software & Network Solutions,Information Technology,0,New York,NY,40.7127753,-74.0059728
430,data scientist,"Redmond, WA",-1,-1,0,Redmond,WA,47.6739881,-122.121512
431,data scientist,"Menlo Park, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,Menlo Park,CA,37.4529598,-122.1817252
432,data scientist,"King of Prussia, PA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,King of Prussia,PA,40.1012856,-75.3835525
433,data scientist,"Henrico, VA",Insurance Operators,Insurance,100500,Henrico,VA,37.5059332,-77.3324425
434,data scientist,"Houston, TX",-1,-1,100500,Houston,TX,29.7604267,-95.3698028
435,data scientist,"San Francisco, CA",Enterprise Software & Network Solutions,Information Technology,100500,San Francisco,CA,37.7749295,-122.4194155
436,data scientist,"Fort Sam Houston, TX",-1,-1,100500,Fort Sam Houston,TX,29.4569597,-98.4458421
437,data scientist,"El Segundo, CA",Internet,Information Technology,100500,El Segundo,CA,33.9191799,-118.4164652
438,data scientist,"Kirkland, WA",Staffing & Outsourcing,Business Services,100500,Kirkland,WA,47.6768927,-122.2059833
439,data scientist,"Chesapeake, VA",Aerospace & Defence,Aerospace & Defence,100500,Chesapeake,VA,36.7682088,-76.2874927
440,data scientist,"Buffalo, NY",Enterprise Software & Network Solutions,Information Technology,100500,Buffalo,NY,42.88644679999999,-78.8783689
441,data scientist,Remote,Computer Hardware & Software,Information Technology,100500,Remote,,45.3332482,-122.5728874
442,data scientist,"Washington, DC",IT Services,Information Technology,100500,Washington,DC,38.9071923,-77.0368707
443,data scientist,"San Jose, CA",Internet,Information Technology,100500,San Jose,CA,37.3382082,-121.8863286
444,data scientist,"San Mateo, CA",Sporting Goods Shops,Retail,100500,San Mateo,CA,37.5629917,-122.3255254
445,data scientist,"Charlotte, NC",IT Services,Information Technology,100500,Charlotte,NC,35.2270869,-80.8431267
446,data scientist,"Buckhead, GA","Health, Beauty & Fitness",Consumer Services,100500,Buckhead,GA,33.8372663,-84.406761
447,data scientist,"Great Neck, NY",-1,-1,100500,Great Neck,NY,40.8006567,-73.7284647
448,data scientist,"Brooklyn, NY",-1,-1,100500,Brooklyn,NY,40.6781784,-73.9441579
449,data scientist,"Chandler, AZ",Banks & Building Societies,Finance,100500,Chandler,AZ,33.3061605,-111.8412502
450,data scientist,"Springfield, VA",Government Agencies,Government,100500,Springfield,VA,38.7892801,-77.18720359999999
451,data scientist,"Denver, CO",Computer Hardware & Software,Information Technology,100500,Denver,CO,39.7392358,-104.990251
452,data scientist,"Sandpoint, ID",Advertising & Marketing,Business Services,100500,Sandpoint,ID,48.276577,-116.553465
453,data scientist,"San Francisco, CA",Enterprise Software & Network Solutions,Information Technology,100500,San Francisco,CA,37.7749295,-122.4194155
454,data scientist,"Dayton, OH",Consulting,Business Services,100500,Dayton,OH,39.7589478,-84.1916069
455,data scientist,"Seattle, WA",-1,-1,100500,Seattle,WA,47.6062095,-122.3320708
456,data scientist,"San Ramon, CA",Advertising & Marketing,Business Services,100500,San Ramon,CA,37.7643595,-121.9539616
457,data scientist,Remote,IT Services,Information Technology,100500,Remote,,45.3332482,-122.5728874
458,data scientist,"Richmond, VA",Staffing & Outsourcing,Business Services,100500,Richmond,VA,37.5407246,-77.4360481
459,data scientist,"Saint Petersburg Beach, FL",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100500,Saint Petersburg Beach,FL,27.7035428,-82.73016229999999
460,data scientist,"Nashville, TN",IT Services,Information Technology,100500,Nashville,TN,36.1626638,-86.7816016
461,data scientist,"Madison, WI",-1,-1,97000,Madison,WI,43.0730517,-89.4012302
462,data scientist,"San Francisco, CA",Research & Development,Business Services,97000,San Francisco,CA,37.7749295,-122.4194155
463,data scientist,"New York, NY",Healthcare Services & Hospitals,Healthcare,97000,New York,NY,40.7127753,-74.0059728
464,data scientist,"Pittsburgh, PA",Healthcare Services & Hospitals,Healthcare,97000,Pittsburgh,PA,40.44062479999999,-79.9958864
465,data scientist,"Rosemont, IL",Staffing & Outsourcing,Business Services,97000,Rosemont,IL,41.98675069999999,-87.8721602
466,data scientist,"Concord, CA",Banks & Building Societies,Finance,97000,Concord,CA,37.9779776,-122.0310733
467,data scientist,"Salt Lake City, UT",Healthcare Services & Hospitals,Healthcare,97000,Salt Lake City,UT,40.7607793,-111.8910474
468,data scientist,"Longmont, CO",IT Services,Information Technology,97000,Longmont,CO,40.1672068,-105.1019275
469,data scientist,Remote,Internet,Information Technology,97000,Remote,,45.3332482,-122.5728874
470,data scientist,"Waltham, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,97000,Waltham,MA,42.3764852,-71.2356113
471,data scientist,"Palo Alto, CA",Enterprise Software & Network Solutions,Information Technology,97000,Palo Alto,CA,37.4418834,-122.1430195
472,data scientist,"San Francisco, CA",-1,-1,97000,San Francisco,CA,37.7749295,-122.4194155
473,data scientist,"New York, NY",Computer Hardware & Software,Information Technology,97000,New York,NY,40.7127753,-74.0059728
474,data scientist,"Phoenix, AZ",Computer Hardware & Software,Information Technology,97000,Phoenix,AZ,33.4483771,-112.0740373
475,data scientist,"San Francisco, CA",Internet,Information Technology,97000,San Francisco,CA,37.7749295,-122.4194155
476,data scientist,"Menlo Park, CA",-1,-1,97000,Menlo Park,CA,37.4529598,-122.1817252
477,data scientist,"Cincinnati, OH",Chemical Manufacturing,Manufacturing,97000,Cincinnati,OH,39.1031182,-84.5120196
