Job Title,Location,Industry,Sector,salary_average
data scientist,"Overland Park, KS",Telecommunications Services,Telecommunications,145500
data scientist,"San Bruno, CA",-1,-1,145500
data scientist,"San Bruno, CA",IT Services,Information Technology,145500
data scientist,"Philadelphia, PA",Colleges & Universities,Education,145500
data scientist,"College Park, MD",Colleges & Universities,Education,145500
data scientist,"Winters, TX",Accounting,Accounting & Legal,0
data scientist,"Great Neck, NY",Computer Hardware & Software,Information Technology,0
data scientist,"New York, NY",IT Services,Information Technology,0
data scientist,"Worcester, MA",Insurance Operators,Insurance,0
data scientist,"Redmond, WA",-1,-1,0
data scientist,"Akron, OH",IT Services,Information Technology,0
data scientist,"Saint Louis, MO",Staffing & Outsourcing,Business Services,0
data scientist,"Madison, WI",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0
data scientist,"Costa Mesa, CA",Lending,Finance,0
data scientist,"New York, NY",-1,-1,0
data scientist,"Kansas City, MO",Architectural & Engineering Services,Business Services,0
data scientist,"Fort Lee, NJ",Advertising & Marketing,Business Services,0
data scientist,"Houston, TX",-1,-1,0
data scientist,"Duluth, GA",Insurance Operators,Insurance,0
data scientist,"West New York, NJ",IT Services,Information Technology,0
data scientist,"Sterling, VA",IT Services,Information Technology,0
data scientist,"Seattle, WA",-1,-1,0
data scientist,"Mountain View, CA",Advertising & Marketing,Business Services,0
data scientist,"Morrisville, NC",Staffing & Outsourcing,Business Services,0
data scientist,"Seattle, WA",-1,-1,0
data scientist,"Morrisville, NC",-1,-1,0
data scientist,"Irvine, CA",IT Services,Information Technology,0
data scientist,"Kansas City, MO",Membership Organisations,Business Services,0
data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0
data scientist,"New York, NY",Enterprise Software & Network Solutions,Information Technology,0
data scientist,"Redmond, WA",-1,-1,0
data scientist,"Menlo Park, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0
data scientist,"King of Prussia, PA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0
data scientist,"Henrico, VA",Insurance Operators,Insurance,100500
data scientist,"Houston, TX",-1,-1,100500
data scientist,"San Francisco, CA",Enterprise Software & Network Solutions,Information Technology,100500
data scientist,"Fort Sam Houston, TX",-1,-1,100500
data scientist,"El Segundo, CA",Internet,Information Technology,100500
data scientist,"Kirkland, WA",Staffing & Outsourcing,Business Services,100500
data scientist,"Chesapeake, VA",Aerospace & Defence,Aerospace & Defence,100500
data scientist,"Buffalo, NY",Enterprise Software & Network Solutions,Information Technology,100500
data scientist,Remote,Computer Hardware & Software,Information Technology,100500
data scientist,"Washington, DC",IT Services,Information Technology,100500
data scientist,"San Jose, CA",Internet,Information Technology,100500
data scientist,"San Mateo, CA",Sporting Goods Shops,Retail,100500
data scientist,"Charlotte, NC",IT Services,Information Technology,100500
data scientist,"Buckhead, GA","Health, Beauty & Fitness",Consumer Services,100500
data scientist,"Great Neck, NY",-1,-1,100500
data scientist,"Brooklyn, NY",-1,-1,100500
data scientist,"Chandler, AZ",Banks & Building Societies,Finance,100500
data scientist,"Springfield, VA",Government Agencies,Government,100500
data scientist,"Denver, CO",Computer Hardware & Software,Information Technology,100500
data scientist,"Sandpoint, ID",Advertising & Marketing,Business Services,100500
data scientist,"San Francisco, CA",Enterprise Software & Network Solutions,Information Technology,100500
data scientist,"Dayton, OH",Consulting,Business Services,100500
data scientist,"Seattle, WA",-1,-1,100500
data scientist,"San Ramon, CA",Advertising & Marketing,Business Services,100500
data scientist,Remote,IT Services,Information Technology,100500
data scientist,"Richmond, VA",Staffing & Outsourcing,Business Services,100500
data scientist,"Saint Petersburg Beach, FL",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100500
data scientist,"Nashville, TN",IT Services,Information Technology,100500
data scientist,"Madison, WI",-1,-1,97000
data scientist,"San Francisco, CA",Research & Development,Business Services,97000
data scientist,"New York, NY",Healthcare Services & Hospitals,Healthcare,97000
data scientist,"Pittsburgh, PA",Healthcare Services & Hospitals,Healthcare,97000
data scientist,"Rosemont, IL",Staffing & Outsourcing,Business Services,97000
data scientist,"Concord, CA",Banks & Building Societies,Finance,97000
data scientist,"Salt Lake City, UT",Healthcare Services & Hospitals,Healthcare,97000
data scientist,"Longmont, CO",IT Services,Information Technology,97000
data scientist,Remote,Internet,Information Technology,97000
data scientist,"Waltham, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,97000
data scientist,"Palo Alto, CA",Enterprise Software & Network Solutions,Information Technology,97000
data scientist,"San Francisco, CA",-1,-1,97000
data scientist,"New York, NY",Computer Hardware & Software,Information Technology,97000
data scientist,"Phoenix, AZ",Computer Hardware & Software,Information Technology,97000
data scientist,"San Francisco, CA",Internet,Information Technology,97000
data scientist,"Menlo Park, CA",-1,-1,97000
data scientist,"Cincinnati, OH",Chemical Manufacturing,Manufacturing,97000
data scientist,"Tysons, VA",Aerospace & Defence,Aerospace & Defence,97000
data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,97000
data scientist,"Brentwood, TN",Logistics & Supply Chain,Transportation & Logistics,97000
data scientist,"Washington, DC",Enterprise Software & Network Solutions,Information Technology,97000
data scientist,"Chicago, IL",Computer Hardware & Software,Information Technology,97000
data scientist,"Louisville, KY",Enterprise Software & Network Solutions,Information Technology,97000
data scientist,"Boston, MA",Consulting,Business Services,97000
data scientist,"Milwaukee, WI",IT Services,Information Technology,97000
data scientist,"Aurora, CO",Colleges & Universities,Education,97000
data scientist,"Cambridge, MA",Enterprise Software & Network Solutions,Information Technology,97000
data scientist,"Chicago, IL",Staffing & Outsourcing,Business Services,97000
data scientist,"Charlottesville, VA",Government Agencies,Government,97000
data scientist,"Houston, TX",Enterprise Software & Network Solutions,Information Technology,119000
data scientist,"Boston, MA",Insurance Operators,Insurance,119000
data scientist,"Chantilly, VA",-1,-1,119000
data scientist,"Arlington, VA",Consumer Products Manufacturing,Manufacturing,119000
data scientist,"Gresham, OR",Electrical & Electronic Manufacturing,Manufacturing,119000
data scientist,"Omaha, NE",Consulting,Business Services,119000
data scientist,"San Francisco, CA",Enterprise Software & Network Solutions,Information Technology,119000
data scientist,Remote,-1,-1,119000
data scientist,"Washington, DC",IT Services,Information Technology,119000
data scientist,"New York, NY","Health, Beauty & Fitness",Consumer Services,119000
data scientist,"Saint Louis, MO",-1,-1,119000
data scientist,"Minneapolis, MN",Consulting,Business Services,119000
data scientist,"Gaithersburg, MD",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,119000
data scientist,"New York, NY",Financial Transaction Processing,Finance,119000
data scientist,"Washington, DC",Enterprise Software & Network Solutions,Information Technology,119000
data scientist,"New York, NY",Staffing & Outsourcing,Business Services,119000
data scientist,"Seattle, WA",Enterprise Software & Network Solutions,Information Technology,119000
data scientist,"Holyoke, MA",Banks & Building Societies,Finance,119000
data scientist,"San Antonio, TX",Computer Hardware & Software,Information Technology,119000
data scientist,"Boise, ID",-1,-1,119000
data scientist,"New York, NY",Enterprise Software & Network Solutions,Information Technology,119000
data scientist,"Saint Louis, MO",Grocery Shops & Supermarkets,Retail,119000
data scientist,"Denver, CO",Staffing & Outsourcing,Business Services,119000
data scientist,"Elmhurst, IL",-1,-1,119000
data scientist,"New York, NY",Banks & Building Societies,Finance,119000
data scientist,"Herndon, VA",Enterprise Software & Network Solutions,Information Technology,119000
data scientist,"Cleveland, OH",Industrial Manufacturing,Manufacturing,91000
data scientist,"Redmond, WA",IT Services,Information Technology,91000
data scientist,"Washington, DC",-1,-1,91000
data scientist,"San Carlos, CA",Farm Support Services,Agriculture & Forestry,91000
data scientist,"San Francisco, CA",Internet,Information Technology,91000
data scientist,"Seattle, WA",Computer Hardware & Software,Information Technology,91000
data scientist,"Hoover, AL",Banks & Building Societies,Finance,91000
data scientist,"Boston, MA",Insurance Operators,Insurance,91000
data scientist,"Arlington, VA",IT Services,Information Technology,91000
data scientist,"Menlo Park, CA",Enterprise Software & Network Solutions,Information Technology,91000
data scientist,"Richmond, VA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,91000
data scientist,"South San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,91000
data scientist,"San Francisco, CA",Stock Exchanges,Finance,91000
data scientist,"Hartford, CT",-1,-1,91000
data scientist,"San Francisco, CA",Computer Hardware & Software,Information Technology,91000
data scientist,"Oakland, CA",Insurance Operators,Insurance,91000
data scientist,"Vienna, VA",Staffing & Outsourcing,Business Services,91000
data scientist,"Philadelphia, PA",Enterprise Software & Network Solutions,Information Technology,91000
data scientist,"Greenwich, CT",Brokerage Services,Finance,91000
data scientist,"San Clemente, CA",Healthcare Services & Hospitals,Healthcare,91000
data scientist,"West Palm Beach, FL",IT Services,Information Technology,91000
data scientist,"Herndon, VA",Aerospace & Defence,Aerospace & Defence,91000
data scientist,"San Antonio, TX",Radio,Media,91000
data scientist,"Sunnyvale, CA",Computer Hardware & Software,Information Technology,91000
data scientist,"San Francisco, CA",Enterprise Software & Network Solutions,Information Technology,91000
data scientist,"Boston, MA",Beauty & Personal Accessories Shops,Retail,91000
data scientist,"Washington, DC",IT Services,Information Technology,91000
data scientist,"New York, NY",Lending,Finance,110500
data scientist,"San Mateo, CA",Enterprise Software & Network Solutions,Information Technology,110500
data scientist,"Washington, DC",Enterprise Software & Network Solutions,Information Technology,110500
data scientist,"Oshkosh, WI",Transportation Equipment Manufacturing,Manufacturing,110500
data scientist,"Richmond, VA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,110500
data scientist,"Springfield, VA",Government Agencies,Government,110500
data scientist,"Springfield, VA",Aerospace & Defence,Aerospace & Defence,110500
data scientist,"Irvine, CA",Investment Banking & Asset Management,Finance,110500
data scientist,"Columbus, OH",Accounting,Accounting & Legal,110500
data scientist,"Juno Beach, FL",IT Services,Information Technology,110500
data scientist,"Seattle, WA",Computer Hardware & Software,Information Technology,110500
data scientist,"Adelphi, MD",IT Services,Information Technology,110500
data scientist,"Santa Clara, CA",Computer Hardware & Software,Information Technology,110500
data scientist,"Honolulu, HI",Aerospace & Defence,Aerospace & Defence,110500
data scientist,"Santa Clara, CA",Computer Hardware & Software,Information Technology,110500
data scientist,"Birmingham, AL",-1,-1,110500
data scientist,"Oak Ridge, TN",Aerospace & Defence,Aerospace & Defence,110500
data scientist,"Boston, MA",-1,-1,110500
data scientist,"Denver, CO",Consulting,Business Services,110500
data scientist,"Los Angeles, CA",Internet,Information Technology,110500
data scientist,"San Francisco, CA",Internet,Information Technology,110500
data scientist,"Rosemead, CA",Utilities,"Oil, Gas, Energy & Utilities",110500
data scientist,"Chantilly, VA",Computer Hardware & Software,Information Technology,110500
data scientist,"High Point, NC",Transportation Management,Transportation & Logistics,110500
data scientist,"Redwood City, CA",Internet,Information Technology,110500
data scientist,"North Palm Beach, FL",-1,-1,110500
data scientist,"New York, NY",Auctions & Galleries,Retail,110500
data scientist,"Denver, CO",Consulting,Business Services,110500
data scientist,"Portland, OR",Internet,Information Technology,110500
data scientist,"Washington, DC",Computer Hardware & Software,Information Technology,130500
data scientist,"Fort Huachuca, AZ",Aerospace & Defence,Aerospace & Defence,130500
data scientist,"Columbus, OH",Lending,Finance,130500
data scientist,"Waltham, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,130500
data scientist,"Washington, DC",IT Services,Information Technology,130500
data scientist,"Minneapolis, MN",-1,-1,130500
data scientist,"Chicago, IL",Consulting,Business Services,130500
data scientist,"Palo Alto, CA",-1,-1,130500
data scientist,"Wellesley, MA",Insurance Operators,Insurance,130500
data scientist,"Sunnyvale, CA",Staffing & Outsourcing,Business Services,130500
data scientist,Remote,Healthcare Services & Hospitals,Healthcare,130500
data scientist,"Annapolis Junction, MD",Enterprise Software & Network Solutions,Information Technology,130500
data scientist,"Reston, VA",IT Services,Information Technology,130500
data scientist,"Los Angeles, CA",Video Games,Media,130500
data scientist,"Ithaca, NY",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,130500
data scientist,"Ewing, NJ",-1,-1,130500
data scientist,"San Francisco, CA",Computer Hardware & Software,Information Technology,130500
data scientist,"Natick, MA",Staffing & Outsourcing,Business Services,130500
data scientist,"Milwaukee, WI",Banks & Building Societies,Finance,130500
data scientist,"Schaumburg, IL",Insurance Operators,Insurance,130500
data scientist,"Charlotte, NC",-1,-1,130500
data scientist,"Chicago, IL",Enterprise Software & Network Solutions,Information Technology,130500
data scientist,"San Jose, CA",Internet,Information Technology,130500
data scientist,"San Francisco, CA",-1,-1,130500
data scientist,"Boston, MA",Healthcare Services & Hospitals,Healthcare,130500
data scientist,"Cincinnati, OH",IT Services,Information Technology,89500
data scientist,"Chicago, IL",Advertising & Marketing,Business Services,89500
data scientist,"Auburn Hills, MI",IT Services,Information Technology,89500
data scientist,"Boulder, CO",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,89500
data scientist,"Cedar Rapids, IA",Lending,Finance,89500
data scientist,"Cedar Rapids, IA",Insurance Operators,Insurance,89500
data scientist,"Seattle, WA",-1,-1,89500
data scientist,"Hopkins, MN",Consulting,Business Services,89500
data scientist,"Fulton, MD",Government Agencies,Government,89500
data scientist,"Atlanta, GA",IT Services,Information Technology,89500
data scientist,"Pittsburgh, PA",Enterprise Software & Network Solutions,Information Technology,89500
data scientist,"New York, NY",Computer Hardware & Software,Information Technology,89500
data scientist,"Bentonville, AR",-1,-1,89500
data scientist,"Columbus, OH","Department, Clothing, & Shoe Shops",Retail,89500
data scientist,"New York, NY",Advertising & Marketing,Business Services,89500
data scientist,"Berkeley, CA",Regional & County Councils,Government,89500
data scientist,"Boston, MA",Internet,Information Technology,89500
data scientist,"Aurora, CO",Colleges & Universities,Education,89500
data scientist,"Chicago, IL",IT Services,Information Technology,89500
data scientist,"Houston, TX",Utilities,"Oil, Gas, Energy & Utilities",89500
data scientist,"Norfolk, VA",Aerospace & Defence,Aerospace & Defence,89500
data scientist,"Dania Beach, FL",Pet & Pet Supply Shops,Retail,89500
data scientist,"Emeryville, CA",-1,-1,89500
data scientist,"Boston, MA",IT Services,Information Technology,89500
data scientist,Remote,Internet,Information Technology,89500
data scientist,"Cincinnati, OH",IT Services,Information Technology,89500
data scientist,"Honolulu, HI",Computer Hardware & Software,Information Technology,89500
data scientist,"Reston, VA",Consulting,Business Services,89500
data scientist,"Memphis, TN",Healthcare Services & Hospitals,Healthcare,92000
data scientist,"San Francisco, CA",Internet,Information Technology,92000
data scientist,"Tempe, AZ",Petrol Stations,Retail,92000
data scientist,"Sunnyvale, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,92000
data scientist,"Lincoln, NE",Enterprise Software & Network Solutions,Information Technology,92000
data scientist,"Carle Place, NY",Wholesale,Business Services,92000
data scientist,"Washington, DC",Consulting,Business Services,92000
data scientist,Virginia,IT Services,Information Technology,92000
data scientist,United States,Ticket Sales,"Arts, Entertainment & Recreation",92000
data scientist,"Boca Raton, FL",IT Services,Information Technology,92000
data scientist,"San Diego, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,92000
data scientist,"Ithaca, NY",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,92000
data scientist,"Boston, MA",-1,-1,92000
data scientist,"San Francisco, CA",Enterprise Software & Network Solutions,Information Technology,92000
data scientist,"North Chicago, IL",Staffing & Outsourcing,Business Services,92000
data scientist,"Langley AFB, VA",Research & Development,Business Services,92000
data scientist,"Fremont, CA",Internet,Information Technology,92000
data scientist,"Phoenix, AZ",Advertising & Marketing,Business Services,92000
data scientist,"Quantico, VA",-1,-1,92000
data scientist,"Houston, TX",Healthcare Services & Hospitals,Healthcare,92000
data scientist,"Collegeville, PA",IT Services,Information Technology,92000
data scientist,"Houston, TX",-1,-1,92000
data scientist,"Richmond, VA",Legal,Accounting & Legal,92000
data scientist,"Jericho, NY",-1,-1,92000
data scientist,"New York, NY",Staffing & Outsourcing,Business Services,92000
data scientist,"Davis, CA",Enterprise Software & Network Solutions,Information Technology,92000
data scientist,"Alpharetta, GA",IT Services,Information Technology,91500
data scientist,"Ann Arbor, MI",Internet,Information Technology,91500
data scientist,"Herndon, VA",Architectural & Engineering Services,Business Services,91500
data scientist,"Detroit, MI",Real Estate,Real Estate,91500
data scientist,"New York, NY",-1,-1,91500
data scientist,"Plano, TX",Insurance Operators,Insurance,91500
data scientist,"New York, NY",Healthcare Services & Hospitals,Healthcare,91500
data scientist,"New York, NY",Other Retail Shops,Retail,91500
data scientist,"Reston, VA",IT Services,Information Technology,91500
data scientist,"Santa Ana, CA",IT Services,Information Technology,91500
data scientist,"Chesapeake, VA",Staffing & Outsourcing,Business Services,91500
data scientist,"Chesapeake, VA",Computer Hardware & Software,Information Technology,91500
data scientist,"Baltimore, MD",Staffing & Outsourcing,Business Services,91500
data scientist,"Washington, DC",Lending,Finance,91500
data scientist,"New York, NY",Staffing & Outsourcing,Business Services,91500
data scientist,"Seattle, WA",Publishing,Media,91500
data scientist,Remote,Food & Beverage Shops,Retail,91500
data scientist,"Panama City, FL",Healthcare Services & Hospitals,Healthcare,91500
data scientist,"Cambridge, MD",Food & Drink Manufacturing,Manufacturing,91500
data scientist,"Chicago, IL",Computer Hardware & Software,Information Technology,91500
data scientist,"Reston, VA",Computer Hardware & Software,Information Technology,91500
data scientist,"San Francisco, CA",IT Services,Information Technology,91500
data scientist,"Pittsburgh, PA",Staffing & Outsourcing,Business Services,91500
data scientist,"Pittsburgh, PA",Consulting,Business Services,91500
data scientist,Remote,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,91500
data scientist,"Omaha, NE",-1,-1,91500
data scientist,"Seattle, WA",Other Retail Shops,Retail,91500
data scientist,"Chicago, IL",IT Services,Information Technology,109000
data scientist,"Brea, CA",IT Services,Information Technology,109000
data scientist,"Chantilly, VA",Aerospace & Defence,Aerospace & Defence,109000
data scientist,"New York, NY",Enterprise Software & Network Solutions,Information Technology,109000
data scientist,"New York, NY",Banks & Building Societies,Finance,109000
data scientist,"Chicago, IL",IT Services,Information Technology,109000
data scientist,"San Mateo, CA",-1,-1,109000
data scientist,"New York, NY",Consulting,Business Services,109000
data scientist,"Chicago, IL",Lending,Finance,109000
data scientist,"Washington, DC",Enterprise Software & Network Solutions,Information Technology,109000
data scientist,"New York, NY",Colleges & Universities,Education,109000
data scientist,"New York, NY",Enterprise Software & Network Solutions,Information Technology,109000
data scientist,"Dallas, TX",IT Services,Information Technology,109000
data scientist,"Denver, CO",Consulting,Business Services,109000
data scientist,"Palo Alto, CA",Staffing & Outsourcing,Business Services,109000
data scientist,"Thousand Oaks, CA",-1,-1,109000
data scientist,"Houston, TX",Oil & Gas Services,"Oil, Gas, Energy & Utilities",109000
data scientist,Virginia,Social Services,Non-Profits,109000
data scientist,"Chicago, IL",IT Services,Information Technology,109000
data scientist,Remote,Enterprise Software & Network Solutions,Information Technology,109000
data scientist,"Santa Clara, CA",IT Services,Information Technology,109000
data scientist,"McLean, VA",Enterprise Software & Network Solutions,Information Technology,109000
data scientist,"New York, NY",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,109000
data scientist,"Southfield, MI",Insurance Agencies & Brokerages,Insurance,109000
data scientist,"Huntsville, AL",IT Services,Information Technology,109000
data scientist,"Austin, TX",Internet,Information Technology,109000
data scientist,"Seattle, WA",Advertising & Marketing,Business Services,109000
data scientist,"Woonsocket, RI",Consulting,Business Services,80000
data scientist,"Rockville, MD",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,80000
data scientist,"Indianapolis, IN",Consulting,Business Services,80000
data scientist,"Fort Sam Houston, TX",-1,-1,80000
data scientist,"Clayton, MO",Staffing & Outsourcing,Business Services,80000
data scientist,"Burbank, CA",TV Broadcasting & Cable Networks,Media,80000
data scientist,"Rochester, NY",-1,-1,80000
data scientist,"Denver, CO",Real Estate,Real Estate,80000
data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,80000
data scientist,"Nashville, TN",Healthcare Services & Hospitals,Healthcare,80000
data scientist,"Washington, DC",Government Agencies,Government,80000
data scientist,"Irving, TX",-1,-1,80000
data scientist,"Charlotte, NC",-1,-1,80000
data scientist,"Boston, MA",Computer Hardware & Software,Information Technology,80000
data scientist,"Carlsbad, CA",-1,-1,80000
data scientist,"Fort George G Meade, MD",Computer Hardware & Software,Information Technology,80000
data scientist,"Culver City, CA",Enterprise Software & Network Solutions,Information Technology,80000
data scientist,"Jersey City, NJ",-1,-1,80000
data scientist,"Washington, DC",IT Services,Information Technology,80000
data scientist,"Washington, DC",IT Services,Information Technology,80000
data scientist,"Waltham, MA",IT Services,Information Technology,80000
data scientist,"Seattle, WA",Consumer Products Manufacturing,Manufacturing,80000
data scientist,"New York, NY",Computer Hardware & Software,Information Technology,80000
data scientist,"Valencia, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,80000
data scientist,"Irwindale, CA",-1,-1,80000
data scientist,"San Mateo, CA",Computer Hardware & Software,Information Technology,80000
data scientist,"Jersey City, NJ",IT Services,Information Technology,80000
data scientist,"Pittsburgh, PA",IT Services,Information Technology,121500
data scientist,"Herndon, VA",Computer Hardware & Software,Information Technology,121500
data scientist,"San Francisco, CA",-1,-1,121500
data scientist,"Atlanta, GA",IT Services,Information Technology,121500
data scientist,"Seattle, WA",-1,-1,121500
data scientist,"Dallas, TX",Banks & Building Societies,Finance,121500
data scientist,"Washington, DC",Investment Banking & Asset Management,Finance,121500
data scientist,"Chicago, IL",Enterprise Software & Network Solutions,Information Technology,121500
data scientist,"New York, NY",Consulting,Business Services,121500
data scientist,"Juno Beach, FL",IT Services,Information Technology,121500
data scientist,"Minneapolis, MN",Enterprise Software & Network Solutions,Information Technology,121500
data scientist,"Raleigh, NC",IT Services,Information Technology,121500
data scientist,"Seattle, WA",Internet,Information Technology,121500
data scientist,"Cary, NC",IT Services,Information Technology,121500
data scientist,"San Carlos, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,121500
data scientist,"Boston, MA",Investment Banking & Asset Management,Finance,121500
data scientist,"Boulder, CO",Internet,Information Technology,121500
data scientist,"Gwynn Oak, MD",IT Services,Information Technology,121500
data scientist,"Atlanta, GA",Enterprise Software & Network Solutions,Information Technology,121500
data scientist,"Fairfax, VA",Computer Hardware & Software,Information Technology,121500
data scientist,"Aliso Viejo, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,121500
data scientist,"Omaha, NE",-1,-1,121500
data scientist,"Bethesda, MD",Enterprise Software & Network Solutions,Information Technology,121500
data scientist,"Cambridge, MA",Staffing & Outsourcing,Business Services,121500
data scientist,"Birmingham, AL",-1,-1,121500
data scientist,"Austin, TX",Enterprise Software & Network Solutions,Information Technology,121500
data scientist,"Irving, TX",Staffing & Outsourcing,Business Services,121500
data scientist,"New York, NY",Enterprise Software & Network Solutions,Information Technology,121500
data scientist,"Seattle, WA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,121500
junior data scientist,"South San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,84500
junior data scientist,"New Bedford, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,84500
junior data scientist,"Smithfield, RI",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,126500
junior data scientist,"Boston, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,41600
junior data scientist,"Worcester, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,99500
junior data scientist,"Raleigh, NC",Healthcare Services & Hospitals,Healthcare,124500
junior data scientist,"Bothell, WA",Utilities,"Oil, Gas, Energy & Utilities",184000
junior data scientist,"Fargo, ND",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,111000
junior data scientist,"South Plainfield, NJ",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,75500
junior data scientist,"Stamford, CT","Cable, Internet & Telephone Providers",Telecommunications,69500
junior data scientist,"Gaithersburg, MD",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,127500
junior data scientist,"Richmond, VA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,127500
junior data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,94500
junior data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,96500
junior data scientist,"Boston, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,145500
junior data scientist,"Huntsville, AL",Aerospace & Defence,Aerospace & Defence,92000
junior data scientist,"Richmond, VA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,92000
junior data scientist,"South San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,91500
junior data scientist,"Harrisburg, PA",Advertising & Marketing,Business Services,109000
junior data scientist,"New York, NY",Investment Banking & Asset Management,Finance,109000
senior data scientist,"Atlanta, GA",Internet,Information Technology,84500
senior data scientist,"Dallas, TX",Security Services,Business Services,84500
senior data scientist,"Lehi, UT",Lending,Finance,84500
senior data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,84500
senior data scientist,"Denver, CO",Advertising & Marketing,Business Services,84500
senior data scientist,"Alexandria, VA",Research & Development,Business Services,84500
senior data scientist,"Salt Lake City, UT",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,84500
senior data scientist,"Bedford, MA",-1,-1,126500
senior data scientist,"Seattle, WA",Computer Hardware & Software,Information Technology,126500
senior data scientist,"Herndon, VA",Aerospace & Defence,Aerospace & Defence,126500
senior data scientist,"San Francisco, CA",IT Services,Information Technology,41600
senior data scientist,"San Francisco, CA",Insurance Operators,Insurance,41600
senior data scientist,"Raleigh, NC",Enterprise Software & Network Solutions,Information Technology,41600
senior data scientist,"Madison, WI",Healthcare Services & Hospitals,Healthcare,41600
senior data scientist,"Burlington, MA",IT Services,Information Technology,41600
senior data scientist,"Austin, TX",Enterprise Software & Network Solutions,Information Technology,41600
senior data scientist,"Chicago, IL",Staffing & Outsourcing,Business Services,41600
senior data scientist,"Centennial, CO",Wholesale,Business Services,99500
senior data scientist,"Sheboygan, WI",Insurance Operators,Insurance,99500
senior data scientist,"Cincinnati, OH",Advertising & Marketing,Business Services,99500
senior data scientist,"Provo, UT",Consumer Products Manufacturing,Manufacturing,99500
senior data scientist,"Detroit, MI",Advertising & Marketing,Business Services,99500
senior data scientist,"San Francisco, CA",Internet,Information Technology,99500
senior data scientist,"Los Angeles, CA",Computer Hardware & Software,Information Technology,99500
senior data scientist,"San Francisco, CA",Wholesale,Business Services,124500
senior data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,124500
senior data scientist,"Madison, WI",Healthcare Services & Hospitals,Healthcare,124500
senior data scientist,"Indianapolis, IN",Consulting,Business Services,124500
senior data scientist,"Westminster, CO",Consulting,Business Services,124500
senior data scientist,"Cambridge, MA",Research & Development,Business Services,124500
senior data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,124500
senior data scientist,"Winston-Salem, NC",Consumer Products Manufacturing,Manufacturing,57000
senior data scientist,"Bothell, WA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,57000
senior data scientist,"Irvine, CA",Video Games,Media,57000
senior data scientist,"Winston-Salem, NC",Consumer Products Manufacturing,Manufacturing,57000
senior data scientist,"Chicago, IL",Insurance Operators,Insurance,57000
senior data scientist,"Hill AFB, UT",Aerospace & Defence,Aerospace & Defence,57000
senior data scientist,"San Francisco, CA",Computer Hardware & Software,Information Technology,57000
senior data scientist,"Raleigh, NC",Healthcare Services & Hospitals,Healthcare,57000
senior data scientist,"Woodbridge, NJ",Insurance Operators,Insurance,57000
senior data scientist,"San Francisco, CA",Computer Hardware & Software,Information Technology,184000
